Date,600000.SS,600004.SS,600005.SS,600006.SS,600008.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600017.SS,600018.SS,600019.SS,600022.SS,600026.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600033.SS,600036.SS,600037.SS,600048.SS,600050.SS,600058.SS,600062.SS,600066.SS,600068.SS,600085.SS,600087.SS,600089.SS,600096.SS,600100.SS,600102.SS,600104.SS,600108.SS,600109.SS,600111.SS,600118.SS,600123.SS,600125.SS,600132.SS,600143.SS,600150.SS,600151.SS,600153.SS,600161.SS,600166.SS,600169.SS,600170.SS,600177.SS,600183.SS,600188.SS,600196.SS,600208.SS,600210.SS,600216.SS,600219.SS,600220.SS,600221.SS,600236.SS,600239.SS,600246.SS,600251.SS,600256.SS,600266.SS,600269.SS,600271.SS,600282.SS,600300.SS,600307.SS,600309.SS,600316.SS,600320.SS,600325.SS,600331.SS,600348.SS,600350.SS,600352.SS,600362.SS,600369.SS,600376.SS,600380.SS,600383.SS,600395.SS,600415.SS,600418.SS,600426.SS,600428.SS,600432.SS,600456.SS,600489.SS,600497.SS,600500.SS,600508.SS,600516.SS,600517.SS,600518.SS,600519.SS,600528.SS,600547.SS,600549.SS,600550.SS,600569.SS,600583.SS,600585.SS,600588.SS,600595.SS,600596.SS,600597.SS,600598.SS,600600.SS,600601.SS,600611.SS,600631.SS,600635.SS,600642.SS,600643.SS,600649.SS,600655.SS,600657.SS,600660.SS,600663.SS,600664.SS,600674.SS,600675.SS,600688.SS,600690.SS,600694.SS,600717.SS,600718.SS,600737.SS,600739.SS,600741.SS,600748.SS,600779.SS,600795.SS,600804.SS,600808.SS,600809.SS,600811.SS,600812.SS,600820.SS,600832.SS,600835.SS,600837.SS,600839.SS,600863.SS,600875.SS,600879.SS,600881.SS,600886.SS,600895.SS,600900.SS,600970.SS,600997.SS,600999.SS,601001.SS,601003.SS,601006.SS,601009.SS,601088.SS,601099.SS,601107.SS,601111.SS,601117.SS,601139.SS,601166.SS,601168.SS,601169.SS,601179.SS,601186.SS,601727.SS,601766.SS,601788.SS,601801.SS,601808.SS,601857.SS,601866.SS,601872.SS,601877.SS,601888.SS,601898.SS,601899.SS,601918.SS,601919.SS,601939.SS,601958.SS,601988.SS,601989.SS,601991.SS,601998.SS,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000021.SZ,000024.SZ,000027.SZ,000031.SZ,000039.SZ,000046.SZ,000059.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000089.SZ,000100.SZ,000157.SZ,000338.SZ,000401.SZ,000402.SZ,000422.SZ,000423.SZ,000425.SZ,000488.SZ,000527.SZ,000528.SZ,000538.SZ,000562.SZ,000568.SZ,000612.SZ,000623.SZ,000625.SZ,000630.SZ,000631.SZ,000651.SZ,000652.SZ,000667.SZ,000680.SZ,000685.SZ,000686.SZ,000690.SZ,000709.SZ,000717.SZ,000718.SZ,000725.SZ,000728.SZ,000729.SZ,000758.SZ,000768.SZ,000778.SZ,000780.SZ,000783.SZ,000792.SZ,000800.SZ,000807.SZ,000825.SZ,000839.SZ,000858.SZ,000876.SZ,000878.SZ,000895.SZ,000897.SZ,000898.SZ,000900.SZ,000927.SZ,000932.SZ,000933.SZ,000937.SZ,000951.SZ,000959.SZ,000960.SZ,000961.SZ,000968.SZ,000969.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002028.SZ,002122.SZ,002128.SZ,002142.SZ,002155.SZ,002202.SZ,002242.SZ,002244.SZ,002304.SZ
2010-04-12,81.89,15.25,25.08,19.77,23.92,48.21,11.58,22.75,20.18,78.67,7.92,5.79,11.71,19.11,18.63,6.61,15.64,13.7,77.84,274.78,24.23,51.53,74.22,98.25,9.93,76.85,133.04,163.06,50.57,82.29,65.04,502.16,42.73,223.44,26.62,90.83,64.12,82.18,125.44,207.01,123.98,149.85,29.1,102.14,104.02,47.96,73.97,125.49,117.94,54.55,27.21,15.84,54.76,47.05,154.76,32.01,40.58,97.18,25.39,55.25,12.62,22.29,157.44,76.03,91.74,213.89,36.7,66.09,169.51,20.5,46.17,22.29,399.98,95.23,89.85,54.42,142.8,108.82,8.87,98.68,46.76,32.63,60.88,77.31,78.13,58.48,214.64,49.33,59.6,55.15,130.59,54.75,148.22,152.63,59.35,54.59,40.99,166.31,233.99,644.49,40.9,392.26,137.26,198.64,11.15,142.28,45.3,307.78,103.46,120.54,22.05,24.52,43.12,45916.89,1496.11,114.93,1161.03,28.0,67.45,44.38,2360.89,10.14,444.56,76.97,97.62,70.25,243.84,11.0,142.02,211.7,206.95,299.88,14.98,698.21,306.38,60.44,124.57,859.1,115.25,6.84,72.41,115.21,46.99,127.28,153.4,38.88,305.73,92.86,53.36,63.83,236.15,544.84,127.25,206.61,17.33,104.47,71.55,27.94,39.2,26.52,10.46,17.58,29.58,17.64,9.25,14.41,5.08,14.29,35.63,14.4,16.38,7.89,8.46,9.88,5.6,26.36,17.43,16.5,13.32,4.75,5.81,25.21,19.61,11.94,8.85,15.4,13.42,5.86,21.7,4.51,6.93,17.29,7.21,1171.94,933.61,64.02,230.39,127.07,90.6,65.19,101.27,255.48,197.83,13.04,412.0,176.63,291.03,207.88,48.41,6.98,352.44,106.62,56.11,213.95,22.0,295.97,244.8,9.01,21.87,96.83,463.4,83.99,656.94,137.79,436.0,41.38,125.39,9.74,836.59,253.44,100.67,39.68,142.05,227.89,242.85,36.1,25.31,48.62,19.87,24.21,87.39,90.3,119.62,53.09,72.64,36.0,203.74,44.59,12.55,46.49,124.89,384.12,85.02,73.44,50.48,37.65,16.39,67.05,14.43,8.86,144.62,76.35,44.73,9.19,23.75,27.19,20.85,110.59,145.13,48.26,207.15,489.08,1007.2,337.19,122.52,44.76,15.85,33.3,109.94,55.71,36.44,125.8
2010-04-13,84.02,15.24,25.35,19.83,24.44,47.15,11.48,22.91,21.0,80.93,15.83,5.85,11.82,19.05,18.8,6.63,15.97,13.26,80.33,277.7,23.85,52.39,72.97,99.24,10.07,75.18,133.08,163.79,49.9,80.47,65.13,497.32,42.72,229.5,26.77,91.31,63.38,86.46,123.36,192.87,125.27,164.88,29.1,99.77,104.84,46.33,74.43,127.31,121.74,55.81,26.69,159.69,53.28,48.07,156.34,6.23,40.73,100.35,25.75,53.76,12.72,22.07,160.01,76.41,93.55,211.87,36.95,66.95,165.75,20.53,45.32,22.32,408.02,93.47,90.83,15.41,144.88,111.34,8.89,101.52,46.77,33.43,62.48,77.53,79.59,59.3,211.39,49.15,60.17,56.05,132.01,56.82,148.64,155.65,59.79,54.89,41.43,169.59,227.24,655.44,41.16,383.11,135.99,195.62,11.13,142.98,45.27,292.8,102.93,122.94,21.73,24.62,43.53,44104.09,1462.48,112.68,1142.0,28.15,66.31,43.44,2305.65,121.24,444.56,77.83,100.22,69.07,245.64,10.88,143.99,218.6,209.7,294.74,168.06,708.74,302.4,60.83,124.88,861.3,112.02,6.9,71.3,117.32,47.69,126.6,148.45,39.29,313.34,91.11,56.67,64.02,229.92,542.81,126.3,11.69,17.38,103.24,72.74,28.41,39.63,26.59,10.81,17.98,30.33,18.15,9.27,13.95,5.14,14.35,36.43,14.52,16.6,8.15,8.58,9.86,5.7,27.05,16.81,16.74,13.61,4.83,5.89,24.83,19.17,12.12,8.79,15.75,13.72,5.93,21.95,4.56,7.02,17.27,7.42,1188.81,938.56,63.27,221.36,126.02,91.76,66.89,101.95,261.25,198.33,18.89,424.81,180.53,289.08,207.47,47.99,6.91,357.6,110.12,56.14,215.28,22.0,296.52,240.9,35.89,502.9,97.58,457.64,86.3,666.61,138.74,453.82,41.67,124.89,64.96,840.27,270.03,98.06,43.84,145.52,32.78,242.21,36.21,25.31,50.6,19.41,24.65,86.77,89.5,119.11,55.93,73.8,37.33,204.52,43.99,50.78,46.97,122.5,389.25,84.81,73.8,50.48,37.0,16.42,67.43,14.2,9.0,149.61,76.95,45.04,9.19,68.92,26.94,37.11,112.19,149.5,47.59,209.18,488.23,1013.14,326.21,119.44,25.91,16.2,33.02,105.14,53.98,36.59,126.0
2010-04-14,83.49,15.64,25.5,20.57,24.36,47.33,11.48,22.86,12.72,81.03,15.77,5.82,11.88,19.08,18.69,6.64,15.91,13.29,80.03,281.59,23.82,52.39,75.57,98.41,10.0,75.46,132.23,163.28,49.76,82.82,65.31,502.16,42.92,229.21,26.85,92.67,64.33,85.9,122.62,198.17,126.18,170.62,124.62,101.57,106.42,46.84,75.74,128.53,121.47,55.91,26.94,158.05,54.49,48.15,159.11,32.01,40.78,100.76,26.03,54.09,12.75,22.24,160.23,75.93,96.8,215.98,36.84,66.8,166.98,20.47,45.09,22.6,406.42,97.37,90.92,54.07,144.16,111.76,8.94,101.08,47.94,33.23,61.6,78.19,78.95,60.23,209.27,48.92,61.76,55.82,132.29,57.77,160.58,159.85,59.91,55.17,42.41,170.43,232.3,658.15,41.6,400.71,137.67,195.82,11.15,143.83,45.19,308.66,105.0,122.3,21.69,24.81,44.52,44104.09,1454.32,111.93,1140.81,28.19,66.43,43.65,2336.77,120.3,449.09,78.0,99.53,69.51,245.82,10.86,142.87,226.16,212.45,297.85,172.43,724.17,305.77,61.21,128.45,859.1,112.18,6.87,74.63,119.1,47.88,129.09,148.45,40.01,311.29,91.55,59.14,63.47,244.44,545.51,128.67,212.88,17.36,104.49,73.6,28.1,39.93,26.52,10.76,17.73,30.22,18.05,9.47,14.15,5.1,14.63,36.35,14.12,16.44,8.06,8.54,9.83,5.67,26.85,17.05,16.93,13.53,4.8,5.84,24.99,19.2,12.26,9.04,15.78,13.61,5.89,22.46,4.52,6.98,17.37,7.38,1179.56,934.6,64.13,224.25,125.19,90.81,67.28,101.15,258.61,196.35,19.02,427.79,187.03,284.53,208.02,48.29,6.84,358.33,108.94,56.14,216.04,22.0,301.47,241.5,36.49,506.55,99.09,464.95,86.34,681.92,142.09,453.23,43.81,129.88,64.52,835.67,265.33,98.6,44.27,146.12,230.98,245.74,36.05,25.53,49.83,19.56,24.38,85.7,92.07,122.11,55.81,74.36,37.0,208.75,44.54,51.98,47.02,125.36,401.47,88.11,75.92,50.48,36.82,16.41,67.92,14.43,9.16,150.59,77.39,45.99,9.2,70.21,27.0,36.89,112.12,149.58,47.77,204.93,502.47,1008.28,325.61,120.32,44.72,15.98,34.23,106.94,54.15,36.75,126.47
2010-04-15,83.1,15.5,25.41,20.78,8.18,46.56,11.6,22.86,12.72,81.24,15.89,5.78,11.88,19.05,18.94,6.66,16.14,13.19,80.73,274.38,23.53,52.23,74.14,97.11,9.97,75.23,129.57,166.33,48.98,80.76,65.04,496.59,42.22,232.24,26.87,91.57,64.01,88.34,30.0,193.22,127.89,164.76,136.85,99.77,105.07,46.07,75.09,123.61,121.36,54.62,26.65,156.5,13.13,48.35,158.45,31.45,7.85,100.42,26.05,53.34,12.42,22.27,153.87,74.69,95.71,217.32,36.39,66.4,163.07,5.23,45.09,23.38,415.42,98.68,90.34,52.59,143.2,114.02,8.83,13.63,47.57,34.29,19.35,76.25,77.37,61.01,47.82,49.06,60.92,56.48,135.39,56.95,161.62,157.23,58.48,55.67,41.65,167.06,226.06,645.3,40.87,401.26,134.78,196.83,11.29,142.98,44.81,300.25,104.0,42.99,22.5,24.84,44.56,42981.87,1439.04,111.56,1136.05,28.56,65.23,42.96,2283.87,115.31,455.7,78.76,96.93,68.51,245.29,10.87,137.88,219.91,208.15,290.56,171.16,732.82,311.91,60.16,125.14,847.0,111.03,6.9,74.11,119.1,48.58,125.69,145.82,39.54,313.34,90.38,57.97,62.14,249.8,539.44,126.78,209.96,17.34,103.14,74.48,28.3,42.2,26.77,10.75,17.73,30.39,17.69,9.7,14.01,5.05,14.19,36.41,14.28,16.46,7.94,8.49,9.74,5.57,26.9,16.52,16.8,13.79,4.89,5.91,24.46,18.68,12.36,9.0,15.58,13.96,5.87,22.59,4.52,6.92,17.19,7.36,1188.81,924.69,62.26,226.6,120.74,89.24,67.4,99.55,254.49,191.07,19.1,424.22,185.21,283.55,202.02,47.69,6.79,357.3,109.42,55.09,211.29,215.98,291.29,251.1,35.74,500.16,98.71,458.97,87.24,675.87,140.79,455.78,43.36,128.26,61.78,825.24,268.64,95.55,44.64,147.56,239.7,240.93,35.88,27.21,47.94,19.21,24.52,87.59,90.24,120.91,56.29,75.34,37.16,205.78,45.08,51.58,46.43,124.33,404.66,88.61,75.18,50.48,35.82,16.24,68.23,14.28,9.09,34.09,79.57,45.26,9.14,70.33,26.07,36.94,108.13,151.31,47.45,201.61,487.39,1008.28,314.13,29.98,45.47,16.07,34.18,105.73,53.3,35.29,126.48
2010-04-16,80.58,15.21,25.11,20.65,23.66,46.4,11.39,22.73,12.72,79.39,15.65,5.78,11.73,18.88,18.6,6.62,15.84,13.49,28.94,271.79,23.53,50.9,72.62,97.68,9.85,73.55,128.9,166.84,48.64,80.63,63.61,496.59,41.48,248.07,26.64,91.0,62.86,85.3,127.86,197.93,125.07,165.37,132.61,102.71,104.53,46.22,75.85,122.68,119.41,54.28,26.35,155.31,53.86,46.73,158.45,31.7,40.43,98.3,25.53,53.67,12.53,22.37,155.37,74.12,93.28,216.78,36.3,66.17,164.66,20.27,44.69,23.33,411.56,99.04,89.75,52.8,140.96,110.17,5.92,98.17,46.49,33.27,59.11,75.98,76.66,59.26,211.69,48.38,20.0,55.39,133.29,56.43,160.72,155.26,57.89,54.5,40.68,167.43,228.42,647.41,40.17,397.46,134.24,200.19,11.09,141.85,44.17,32.96,101.86,120.97,22.3,24.47,44.57,42463.93,1434.96,111.37,1119.4,28.3,64.1,43.13,2271.42,113.56,453.96,77.24,97.57,68.38,241.08,10.74,142.61,221.42,205.74,295.6,168.52,707.05,308.22,59.01,126.07,851.4,114.33,6.8,75.03,116.02,48.36,123.32,145.71,39.68,306.47,89.65,59.27,62.92,257.23,8.6,127.88,207.87,17.1,102.69,73.11,28.01,41.53,26.38,10.55,17.39,29.88,17.13,9.78,14.25,5.0,14.16,35.32,14.03,16.07,7.92,8.42,9.62,5.47,26.32,16.03,16.42,13.6,4.81,5.82,24.67,18.8,12.11,8.85,15.46,13.78,5.81,22.25,4.47,6.84,17.07,7.19,1167.58,917.75,62.42,222.53,121.42,88.83,66.51,98.29,255.65,190.41,18.96,27.96,183.52,283.94,197.0,47.38,6.72,351.12,107.93,53.92,209.38,216.4,291.29,259.8,36.45,501.3,95.86,455.43,84.7,689.57,27.38,443.73,42.5,125.64,59.94,832.91,271.96,96.21,44.17,144.53,234.21,239.97,35.5,5.85,48.42,19.25,23.98,87.14,89.27,119.71,55.85,73.56,36.09,203.85,44.24,50.74,46.06,122.58,29.0,87.41,73.67,50.48,34.94,15.97,67.33,14.16,9.21,151.4,77.89,27.05,9.07,69.58,25.67,35.74,31.88,146.24,46.4,201.77,493.24,1021.78,324.31,117.28,44.25,15.67,33.97,106.31,53.53,34.85,136.0
2010-04-19,75.25,14.49,23.91,19.88,22.33,43.57,10.88,22.08,12.72,74.78,15.85,5.53,11.11,17.9,17.09,6.38,15.07,12.62,28.94,250.97,22.42,47.57,68.38,88.68,9.34,66.49,130.61,162.41,45.41,76.92,60.29,464.61,39.95,237.71,25.85,86.35,58.97,21.18,129.25,191.69,116.28,160.48,132.72,98.07,100.12,42.84,71.33,118.61,110.22,50.18,24.81,146.01,49.89,43.31,156.08,29.17,38.07,96.72,23.67,51.1,11.7,21.79,139.57,7.36,89.77,214.9,32.86,62.47,159.02,19.24,42.23,21.86,383.1,96.37,85.17,46.25,132.48,101.67,8.4,94.68,44.01,30.49,53.33,73.36,70.35,54.89,205.41,45.43,57.06,51.89,121.22,52.73,161.85,145.02,55.94,51.08,38.38,160.21,230.44,639.71,38.15,384.56,127.34,199.32,10.46,132.8,41.57,303.84,95.16,113.49,21.37,23.32,44.12,38147.72,1343.23,105.36,1057.55,27.24,59.79,40.95,2243.41,101.3,437.26,71.16,99.19,65.99,217.23,10.26,135.25,221.72,194.39,297.74,161.27,679.77,292.28,53.11,121.47,823.9,107.34,6.54,72.64,106.12,46.74,113.59,137.5,37.52,283.08,85.4,55.77,61.24,241.5,500.3,123.62,193.23,16.93,100.62,68.15,26.65,38.92,24.58,10.19,16.02,28.38,15.83,9.21,13.11,4.86,13.28,32.61,13.21,14.8,7.56,8.08,9.1,5.25,24.5,14.89,15.51,13.05,4.54,5.5,23.86,17.98,11.51,8.5,14.52,12.85,5.59,20.64,4.32,6.7,8.19,6.73,1062.5,844.42,57.34,201.3,115.92,80.08,63.61,87.78,243.44,170.78,18.01,382.79,171.56,272.83,177.89,45.21,6.36,323.73,100.79,49.82,195.11,209.04,294.69,243.66,35.67,482.57,87.82,453.07,78.2,680.71,128.89,411.23,40.14,116.04,54.98,786.57,253.99,90.01,42.83,134.71,217.27,227.13,33.63,25.35,43.66,18.22,22.19,85.17,83.62,111.99,53.37,68.4,33.14,196.73,41.31,47.76,42.73,117.24,389.39,82.49,68.94,50.48,32.41,14.58,61.79,12.98,8.7,138.91,72.61,41.82,8.82,64.1,23.04,33.51,102.85,136.26,46.28,202.29,493.52,969.94,322.22,112.64,41.83,14.61,32.38,101.74,50.49,31.39,136.5
2010-04-20,75.18,14.27,23.49,20.52,22.49,43.5,10.79,22.08,12.72,74.88,16.25,5.48,10.8,18.07,16.69,6.31,14.78,13.19,28.94,248.78,22.39,46.87,68.95,16.92,9.15,66.49,138.31,161.46,45.82,78.52,60.02,462.67,22.74,253.93,25.83,83.71,60.34,76.98,142.19,192.28,115.58,171.96,134.29,99.49,98.36,11.29,69.51,122.35,110.49,50.49,24.75,143.45,51.45,42.93,164.44,27.95,38.07,36.41,24.05,6.13,11.87,21.92,132.86,67.03,90.39,224.93,31.34,61.6,163.58,18.91,42.46,21.3,377.15,96.95,83.22,43.71,133.6,102.35,8.48,95.7,44.56,30.17,50.9,76.58,68.07,54.85,205.62,44.43,55.14,51.42,125.61,53.37,169.7,146.86,56.5,51.03,38.65,160.21,244.11,628.55,38.22,390.81,136.32,192.13,10.34,9.21,41.53,324.17,95.9,112.64,22.41,23.7,45.88,40219.5,1349.35,106.42,1067.07,27.09,58.47,39.84,2328.99,96.58,430.29,67.89,107.2,15.22,202.73,10.03,128.6,220.57,193.87,312.95,162.19,702.91,294.42,49.81,124.1,7.79,13.96,6.47,75.98,108.55,50.05,114.16,138.77,36.97,271.2,86.57,58.23,62.94,266.05,504.35,125.51,186.75,17.21,100.54,68.49,26.66,39.1,23.68,10.13,15.97,28.29,15.63,8.99,13.63,4.88,13.28,31.86,13.33,14.32,7.67,8.06,9.17,5.25,23.87,15.04,15.41,12.98,4.54,5.44,23.99,18.24,11.58,8.65,14.57,12.76,5.57,21.02,4.33,6.8,16.47,6.6,1045.62,817.67,56.65,21.37,120.06,75.55,63.48,82.98,249.87,161.55,18.53,385.02,174.29,271.85,170.08,45.27,6.28,319.02,101.02,48.64,186.93,221.27,314.04,320.73,34.99,474.8,90.84,474.7,76.52,696.22,130.34,404.57,39.72,118.09,53.35,751.9,263.39,88.7,44.82,135.06,212.84,223.59,33.03,24.22,40.56,18.41,21.71,92.32,14.26,113.44,53.61,68.4,32.42,192.69,39.54,48.3,41.76,119.87,391.47,83.34,69.76,50.48,32.23,14.2,60.46,12.33,8.47,141.68,72.37,40.34,8.73,65.86,21.76,33.91,105.68,137.02,48.62,208.94,531.8,936.73,330.9,114.28,42.09,14.18,22.92,102.05,50.94,31.18,147.67
2010-04-21,76.32,14.51,23.64,20.94,22.75,44.34,10.9,22.62,12.72,75.5,16.59,5.55,10.97,18.14,16.96,6.44,14.88,13.79,28.94,251.86,22.63,47.47,15.23,89.05,9.35,67.52,139.55,167.93,47.34,82.39,61.1,473.09,40.71,27.87,25.55,85.95,60.86,78.06,34.78,198.52,119.57,181.13,136.62,103.18,99.59,44.51,71.18,125.58,113.27,51.38,25.15,146.92,54.49,44.59,172.94,28.81,39.06,105.82,24.45,54.5,12.04,22.32,134.79,67.8,91.04,235.9,32.17,62.39,168.72,19.2,42.86,21.62,386.32,103.2,84.1,44.81,136.0,110.98,8.56,98.83,45.16,30.89,53.37,79.53,69.76,56.66,211.35,45.52,55.98,52.13,128.03,54.34,170.55,149.74,57.93,52.62,39.09,165.93,245.46,647.58,38.91,393.96,144.31,195.02,10.42,131.81,42.11,325.57,97.04,115.36,22.91,23.8,47.04,41859.66,1374.83,109.24,1114.64,27.45,59.01,40.43,2395.9,99.68,429.25,69.64,107.35,67.38,207.18,10.31,130.18,242.97,195.42,317.23,167.25,735.27,296.88,50.43,127.57,859.1,112.33,6.56,77.25,112.94,51.63,116.31,144.34,37.68,273.8,88.33,59.27,64.96,269.68,511.77,128.35,209.12,17.9,101.67,70.23,26.93,41.53,23.82,10.23,16.1,28.82,15.94,9.18,14.19,4.92,13.81,32.27,13.52,14.52,7.73,8.11,9.33,5.35,24.1,15.27,15.64,13.12,4.57,5.51,24.27,18.73,11.77,8.73,14.83,12.86,5.61,21.29,4.34,6.85,18.05,6.66,1065.22,825.6,60.92,220.63,124.89,76.66,64.42,85.04,251.85,164.35,18.96,396.65,179.1,274.0,174.4,45.81,6.54,324.91,103.18,49.63,189.79,21.46,317.16,324.19,37.27,476.86,92.64,475.95,78.44,713.14,133.29,415.05,40.49,119.53,54.31,766.01,272.24,89.36,45.39,137.69,216.35,228.41,33.19,24.58,41.73,18.91,21.97,95.36,87.62,13.36,54.21,69.5,32.9,193.24,40.24,48.96,42.4,129.11,408.13,84.25,70.52,50.48,32.94,14.34,61.85,12.56,8.55,148.07,74.77,41.2,8.86,68.08,22.49,35.37,111.82,141.02,49.46,216.59,525.39,952.93,345.18,119.32,43.22,14.34,34.38,106.35,52.42,31.7,146.8
2010-04-22,73.94,14.26,23.16,20.41,22.33,44.48,10.74,22.78,12.72,73.55,16.33,5.46,10.78,17.97,16.59,6.58,14.6,13.8,28.94,250.08,22.23,45.88,70.37,87.85,9.15,66.12,141.73,165.82,46.82,84.15,60.29,466.06,40.2,27.87,25.62,84.94,61.18,75.54,156.43,203.71,118.84,14.83,137.38,105.92,98.3,44.77,69.51,130.12,110.44,50.8,24.68,143.73,55.15,44.87,175.25,27.8,38.42,107.3,24.11,53.59,11.99,7.95,135.14,65.78,92.86,233.88,31.3,61.28,172.05,18.85,42.34,20.96,376.83,102.16,82.54,42.88,133.92,117.01,8.38,96.79,44.95,31.25,51.31,78.53,68.71,56.43,210.61,46.29,54.16,51.13,129.13,56.86,173.31,151.25,56.82,51.8,38.96,168.84,242.09,649.86,37.92,400.11,149.4,190.78,10.24,129.12,41.6,335.12,96.44,113.68,11.43,24.28,47.03,41773.34,1359.54,110.8,1120.59,27.11,57.27,41.08,2369.45,94.96,421.59,67.95,106.07,67.34,201.57,10.09,131.43,258.08,192.49,312.73,171.05,721.53,305.46,49.23,130.82,856.9,108.72,6.5,75.77,110.83,51.67,117.67,144.13,37.02,266.38,90.82,58.1,66.97,267.43,501.65,128.83,217.27,17.96,103.29,22.2,26.6,41.19,23.42,10.08,15.69,28.23,15.6,9.14,14.29,4.85,13.59,31.01,13.51,13.99,7.73,7.99,9.14,5.24,23.43,15.26,15.32,12.9,4.41,5.4,25.36,19.12,11.55,8.68,14.59,12.58,5.45,21.58,4.28,6.74,18.39,6.46,1035.82,804.79,62.63,223.71,125.57,75.3,63.31,83.55,248.72,158.58,18.77,396.5,196.39,268.67,178.17,45.15,6.49,320.05,100.73,15.34,184.65,220.75,316.43,311.0,36.71,480.29,92.43,479.64,77.03,716.16,134.24,405.06,40.01,119.78,52.47,785.04,290.76,86.31,44.42,134.91,210.94,224.56,4.69,23.9,41.2,18.79,21.32,95.28,93.38,113.27,54.21,67.72,32.67,198.25,39.66,48.19,41.7,16.0,408.82,84.74,70.35,50.48,33.59,13.85,60.49,12.27,8.34,149.48,73.77,40.35,8.73,70.1,21.65,34.47,116.11,35.44,49.63,51.98,523.34,965.08,338.19,118.0,43.03,13.93,36.97,106.76,27.17,31.26,147.75
2010-04-23,74.65,14.18,22.92,20.47,22.46,44.17,10.67,22.41,12.72,73.14,16.11,5.43,10.6,17.7,16.67,6.54,14.36,13.5,28.94,248.38,22.28,45.84,72.02,88.37,8.94,66.63,139.55,163.28,47.23,83.53,60.38,481.08,40.08,27.87,25.74,82.35,60.86,76.14,155.33,204.06,119.63,178.68,140.9,104.6,98.13,44.91,70.68,135.97,111.2,50.97,24.37,142.27,53.75,45.47,169.78,27.8,37.97,104.08,24.03,53.92,11.89,21.94,135.36,65.59,91.89,247.21,31.13,59.71,166.25,18.68,41.94,20.53,367.5,99.01,81.37,42.93,134.56,124.81,8.34,94.02,44.57,32.11,51.87,80.27,70.76,57.0,208.27,45.56,54.42,51.04,131.6,59.95,165.48,154.21,57.93,56.7,38.96,167.53,244.62,629.86,10.8,386.76,146.86,194.01,10.18,127.99,41.6,328.37,14.2,115.31,22.63,24.15,47.43,40651.12,1336.1,109.87,1113.45,27.17,57.75,40.56,2407.57,95.5,421.24,68.09,103.91,67.86,206.01,9.99,127.29,251.78,189.74,304.49,172.89,708.74,299.94,49.23,23.89,851.4,104.04,6.47,73.58,112.61,50.49,115.74,140.13,36.94,264.15,88.33,56.74,65.76,255.33,491.53,126.93,218.53,17.61,100.49,69.8,26.49,41.73,23.28,10.08,15.85,28.16,15.66,8.99,14.07,4.9,13.58,31.04,13.31,14.04,7.65,8.1,9.36,5.25,23.64,15.26,15.35,12.81,4.38,5.38,25.03,19.15,11.57,8.48,14.75,12.56,5.43,21.94,4.31,6.68,17.57,6.32,1066.85,807.76,62.2,223.8,121.19,76.95,64.8,84.58,252.18,160.06,18.23,395.46,191.06,261.78,180.12,44.66,6.33,316.52,103.42,49.06,185.22,213.39,323.58,306.05,36.53,468.18,92.39,509.17,18.88,712.54,134.94,428.17,39.98,119.9,53.87,780.13,286.62,87.07,45.18,138.08,210.87,236.11,32.64,23.86,41.32,18.33,21.44,95.65,96.06,111.21,12.07,68.89,15.1,199.81,38.55,47.87,41.54,16.0,404.66,83.48,69.68,50.48,5.7,13.68,59.16,12.24,8.17,151.36,73.99,39.55,8.63,71.6,22.26,34.37,115.14,140.36,48.7,216.83,514.18,932.68,334.2,113.68,44.94,14.0,35.01,108.46,52.61,31.37,145.42
