Date,600000.SS,600008.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600023.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600038.SS,600048.SS,600050.SS,600058.SS,600060.SS,600066.SS,600068.SS,600079.SS,600085.SS,600089.SS,600100.SS,600104.SS,600108.SS,600109.SS,600111.SS,600115.SS,600118.SS,600143.SS,600150.SS,600153.SS,600157.SS,600166.SS,600170.SS,600177.SS,600188.SS,600196.SS,600208.SS,600221.SS,600252.SS,600256.SS,600267.SS,600271.SS,600276.SS,600277.SS,600309.SS,600315.SS,600316.SS,600332.SS,600340.SS,600348.SS,600352.SS,600362.SS,600369.SS,600372.SS,600373.SS,600383.SS,600395.SS,600398.SS,600406.SS,600415.SS,600436.SS,600485.SS,600489.SS,600497.SS,600498.SS,600516.SS,600518.SS,600519.SS,600535.SS,600547.SS,600549.SS,600570.SS,600578.SS,600583.SS,600585.SS,600588.SS,600597.SS,600600.SS,600633.SS,600637.SS,600642.SS,600648.SS,600649.SS,600655.SS,600660.SS,600663.SS,600664.SS,600674.SS,600688.SS,600690.SS,600703.SS,600705.SS,600718.SS,600739.SS,600741.SS,600783.SS,600795.SS,600804.SS,600809.SS,600827.SS,600832.SS,600837.SS,600839.SS,600863.SS,600867.SS,600873.SS,600875.SS,600880.SS,600886.SS,600887.SS,600893.SS,600900.SS,600998.SS,600999.SS,601006.SS,601009.SS,601018.SS,601088.SS,601098.SS,601111.SS,601117.SS,601118.SS,601158.SS,601166.SS,601168.SS,601169.SS,601179.SS,601186.SS,601216.SS,601225.SS,601231.SS,601258.SS,601727.SS,601766.SS,601800.SS,601808.SS,601818.SS,601857.SS,601866.SS,601888.SS,601898.SS,601899.SS,601901.SS,601928.SS,601929.SS,601933.SS,601939.SS,601958.SS,601988.SS,601989.SS,601992.SS,601998.SS,603000.SS,603288.SS,603699.SS,603993.SS,000001.SZ,000002.SZ,000009.SZ,000024.SZ,000027.SZ,000039.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000100.SZ,000156.SZ,000157.SZ,000333.SZ,000338.SZ,000400.SZ,000401.SZ,000402.SZ,000413.SZ,000423.SZ,000425.SZ,000503.SZ,000536.SZ,000538.SZ,000559.SZ,000562.SZ,000568.SZ,000581.SZ,000598.SZ,000623.SZ,000625.SZ,000629.SZ,000630.SZ,000651.SZ,000686.SZ,000709.SZ,000725.SZ,000728.SZ,000729.SZ,000750.SZ,000768.SZ,000776.SZ,000778.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000825.SZ,000826.SZ,000831.SZ,000839.SZ,000858.SZ,000869.SZ,000876.SZ,000878.SZ,000883.SZ,000895.SZ,000898.SZ,000917.SZ,000937.SZ,000960.SZ,000963.SZ,000970.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002008.SZ,002024.SZ,002038.SZ,002051.SZ,002065.SZ,002081.SZ,002129.SZ,002142.SZ,002146.SZ,002153.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002252.SZ,002292.SZ,002294.SZ,002304.SZ,002310.SZ,002344.SZ,002353.SZ,002375.SZ,002385.SZ,002399.SZ,002400.SZ,002410.SZ,002415.SZ,002416.SZ,002422.SZ,002429.SZ,002450.SZ,002456.SZ,002465.SZ,002470.SZ,002475.SZ,002500.SZ,002570.SZ,002594.SZ,002603.SZ,002653.SZ,002673.SZ,300015.SZ,300017.SZ,300024.SZ,300027.SZ,300058.SZ,300070.SZ,300124.SZ,300133.SZ,300146.SZ,300251.SZ
2014-05-05,67.07,21.14,35.96,10.03,19.68,19.83,108.71,5.4,8.2,6.11,4.46,10.85,3.96,55.62,230.61,37.29,64.87,84.82,5.06,42.57,54.21,16.89,19.15,211.91,145.79,290.49,145.38,91.79,62.39,79.74,241.06,3.18,283.22,80.71,63.55,65.3,4.75,60.93,28.21,97.02,18.69,198.84,18.99,5.58,140.48,245.96,90.19,154.67,430.39,25.46,398.44,166.7,65.16,32.16,180.35,44.83,125.4,18.04,20.07,60.21,21.19,89.97,31.64,58.98,324.46,97.66,113.0,44.66,82.4,73.04,36.41,39.14,321.3,830.23,241.35,169.16,171.61,347.43,13.74,126.86,56.57,241.88,37.39,51.11,66.45,71.86,20.35,71.5,32.75,1063.34,369.38,58.23,44.46,92.22,8.14,213.71,192.28,77.44,185.57,409.81,320.58,94.35,547.62,110.1,51.97,90.56,113.7,192.14,73.57,36.97,241.82,28.15,33.06,251.91,172.24,774.16,70.41,13.7,14.5,14.86,8.96,12.16,2.6,17.78,13.36,3.72,6.0,5.96,6.05,32.96,5.91,10.39,3.5,5.04,21.36,4.06,25.94,12.15,4.09,4.71,4.08,17.47,2.72,9.32,2.17,33.8,5.13,4.04,5.86,8.76,13.09,25.08,5.19,8.4,3.56,7.41,6.07,5.64,73.53,70.79,17.86,5.91,941.3,836.5,62.62,70.06,41.1,256.63,174.09,250.49,165.02,165.1,6.43,44.92,258.77,45.88,71.52,131.86,26.82,6.34,34.26,313.86,82.6,201.55,41.17,850.38,160.19,8.22,459.33,87.44,127.59,238.85,72.34,10.58,58.05,1502.79,107.86,18.02,10.14,14.45,54.16,80.8,73.81,10.16,38.16,22.15,78.83,13.26,23.78,17.26,121.64,73.44,55.91,264.34,108.01,97.63,7.61,12.82,307.88,3.61,106.23,30.13,37.45,133.66,184.39,34.83,22.16,175.97,291.11,182.95,554.41,375.63,51.51,270.05,218.72,33.32,10.24,44.0,235.2,45.31,145.81,464.75,312.08,204.09,120.77,174.52,143.57,303.63,53.8,354.36,71.01,44.89,42.44,165.23,179.43,154.62,26.1,37.59,24.98,99.2,187.88,40.16,19.4,132.32,6.88,35.21,45.65,42.14,50.63,11.77,113.77,202.31,242.56,160.4,235.5,216.71,220.2,270.07,411.72,40.7
2014-05-06,66.83,21.16,36.01,10.63,19.81,19.83,108.46,5.37,8.2,6.14,4.5,10.83,3.98,55.26,231.37,37.02,64.52,83.77,5.11,43.04,54.16,16.89,19.32,213.86,145.38,295.79,145.18,91.33,62.91,79.26,244.13,3.19,285.99,81.62,64.58,64.84,4.75,61.15,28.13,97.02,18.71,200.62,18.93,5.61,139.84,246.67,91.7,156.05,433.19,25.53,399.9,168.0,64.96,32.43,183.35,44.77,125.25,17.96,19.69,58.8,21.19,88.07,31.92,58.79,324.46,96.62,113.19,46.37,81.91,73.26,37.39,39.73,324.37,832.74,241.78,167.66,172.14,340.36,13.8,128.05,55.19,251.89,36.96,50.43,66.75,70.8,20.45,72.21,32.57,1073.14,369.04,58.79,44.27,91.83,8.16,212.4,194.09,77.85,190.72,410.38,321.81,95.03,547.62,110.26,51.9,88.75,112.96,191.58,73.57,36.58,10.61,27.69,33.11,262.16,172.24,774.36,71.57,13.7,14.47,14.83,8.97,12.16,2.6,17.57,13.41,3.73,5.97,6.02,6.03,32.77,5.94,10.38,3.55,5.1,21.9,4.05,27.13,12.15,4.1,4.77,4.08,17.74,2.72,9.31,2.18,34.24,5.08,4.02,5.85,8.79,13.14,25.12,5.18,8.37,3.55,7.49,6.05,5.58,74.89,71.28,17.95,5.87,937.81,841.45,62.25,70.27,41.25,259.6,176.2,253.77,166.08,163.79,6.5,44.19,258.77,44.88,71.25,131.58,26.85,163.32,33.46,318.08,83.32,200.3,41.21,859.88,158.82,8.22,458.12,86.49,128.53,239.31,70.96,10.74,57.43,1496.8,106.59,18.13,10.18,14.37,53.83,80.9,73.38,53.61,38.05,21.85,78.9,13.26,24.29,17.31,122.94,74.05,56.39,263.23,109.02,99.17,7.61,12.74,307.8,3.61,107.27,30.17,12.44,133.8,185.14,34.73,37.29,180.87,290.77,183.72,556.84,385.64,51.66,263.45,217.81,32.98,10.27,44.21,243.87,45.09,149.02,476.27,321.8,202.01,120.74,175.84,143.28,312.96,53.56,354.52,71.91,46.33,42.72,170.94,180.06,158.3,27.42,37.59,25.9,102.41,191.0,41.78,19.4,138.72,6.87,35.02,45.9,40.53,50.76,11.74,115.75,201.58,247.69,163.2,247.33,215.81,220.45,268.64,408.0,40.7
2014-05-07,66.59,20.75,36.05,10.21,19.81,19.67,107.97,5.23,8.15,6.06,4.51,10.68,3.93,55.14,228.31,36.98,63.88,82.82,5.13,40.99,53.44,16.89,18.99,212.64,142.94,287.09,142.05,90.88,60.91,78.62,240.2,3.15,281.64,80.11,64.42,63.46,4.75,60.39,27.7,96.39,18.59,194.59,18.93,5.55,137.31,241.7,89.82,152.79,431.54,25.09,398.86,167.37,63.87,31.6,183.85,44.38,122.7,17.89,20.03,56.59,21.19,87.86,33.03,56.82,310.31,95.23,113.35,44.47,81.02,74.24,36.71,39.3,320.21,832.14,240.98,165.96,167.45,335.36,13.64,125.67,54.92,243.85,35.8,50.21,62.59,71.15,20.35,70.02,32.03,1067.54,367.64,57.6,43.51,91.2,8.0,205.82,187.31,76.98,185.71,405.86,315.37,93.81,545.42,110.18,51.38,87.49,110.85,191.58,71.37,35.51,10.61,27.44,32.63,251.91,170.35,750.53,69.51,13.65,13.81,14.83,9.01,12.11,2.52,17.64,13.36,3.7,5.92,5.81,5.93,32.28,5.95,10.33,3.48,5.22,20.78,4.03,26.71,12.2,4.07,4.84,4.07,17.51,2.72,9.29,2.13,33.91,5.05,3.99,5.84,8.55,12.82,24.96,5.18,8.38,3.56,7.44,5.89,5.38,72.69,70.8,17.94,5.96,929.1,849.38,62.31,69.32,41.05,253.5,175.9,250.26,163.15,164.77,6.48,46.49,256.37,43.75,69.98,127.16,25.58,177.02,33.03,312.85,82.72,191.19,40.57,850.86,151.63,8.22,454.89,87.01,125.39,239.46,70.04,10.58,57.36,1465.96,106.45,18.02,10.09,14.67,53.66,80.41,75.01,53.7,37.85,21.87,78.27,13.26,23.94,17.36,119.4,72.99,54.16,262.4,107.61,98.32,7.61,12.63,304.4,3.53,103.26,29.93,12.44,134.74,181.41,34.58,36.85,179.68,286.26,180.33,534.97,375.38,52.17,260.5,212.0,30.58,10.22,42.3,243.81,43.75,146.15,461.39,319.64,205.04,114.52,173.66,139.39,306.62,52.04,346.98,70.92,45.29,42.0,164.91,173.27,155.02,26.26,37.59,25.13,101.07,190.92,41.33,19.4,138.62,6.89,35.27,43.32,40.49,49.55,11.66,112.2,198.06,241.93,157.3,244.18,211.21,214.4,254.57,402.6,40.7
2014-05-08,67.13,20.67,36.38,10.14,19.74,19.61,107.6,5.23,8.19,6.05,4.5,10.72,3.93,55.34,228.69,37.1,64.01,82.82,5.23,40.67,53.24,16.89,19.04,213.94,142.94,284.06,140.88,92.19,60.7,79.34,240.57,3.15,282.83,80.26,65.18,63.46,4.75,60.39,27.7,96.66,18.99,194.69,18.87,5.58,137.63,242.41,89.46,151.05,428.49,25.2,399.28,164.86,64.31,31.97,188.2,45.29,120.67,17.88,19.95,57.2,21.19,86.92,32.27,55.42,307.06,96.1,113.1,44.13,80.82,74.02,37.12,39.14,324.59,832.18,240.23,165.36,167.25,336.64,13.68,126.18,54.89,238.93,35.53,50.71,63.14,72.23,20.41,70.26,31.94,1077.34,372.87,57.74,43.06,90.66,8.0,203.71,186.28,77.18,183.48,409.81,315.06,93.93,543.22,108.57,51.5,87.61,109.91,192.32,72.2,35.41,10.61,27.49,32.85,253.13,169.59,744.07,71.01,13.76,13.49,14.97,9.02,12.19,2.53,17.77,13.19,3.71,5.97,5.84,5.93,32.35,6.01,10.34,3.46,5.18,20.84,4.08,26.4,12.3,4.12,4.8,4.06,17.41,2.72,9.3,2.14,33.71,5.12,3.99,5.88,8.57,12.86,25.12,5.2,8.45,3.57,7.44,5.99,5.43,72.89,70.8,17.58,6.13,936.07,838.48,61.51,69.73,41.15,254.16,175.9,238.79,159.52,163.79,6.45,45.96,257.33,44.1,69.9,123.72,25.93,167.5,32.48,315.6,83.2,192.67,41.22,859.49,154.38,8.22,455.9,85.51,124.45,239.77,67.51,10.58,57.18,1463.66,107.01,18.07,10.04,14.63,54.24,80.7,74.49,54.11,37.95,21.96,78.35,13.26,23.76,17.47,119.45,75.06,54.16,261.15,107.3,96.93,7.61,12.69,301.37,3.54,104.16,30.41,12.44,138.37,179.16,35.18,36.26,179.92,285.47,180.76,539.02,370.59,51.35,246.18,209.5,30.86,10.26,43.17,248.23,43.03,144.31,453.55,316.51,209.17,114.75,172.39,139.2,303.75,52.4,351.19,68.49,45.33,42.22,162.57,170.96,155.58,25.9,37.59,25.16,100.11,183.4,41.45,19.4,138.28,6.94,35.06,42.07,39.75,50.22,11.75,108.65,191.77,242.32,157.3,242.74,203.74,206.34,250.9,407.4,40.7
2014-05-09,67.19,20.77,35.96,10.19,19.5,19.59,107.36,5.22,8.18,6.05,4.43,10.72,3.92,55.62,230.99,37.18,63.91,81.87,5.25,41.23,53.54,16.89,18.88,213.04,142.94,279.9,138.15,91.33,59.76,77.94,244.87,3.14,281.44,79.5,65.42,62.76,4.75,60.06,27.7,96.66,19.53,190.14,18.87,5.58,136.89,246.31,87.71,148.16,439.43,25.09,391.96,164.82,63.71,32.62,181.42,45.87,120.16,18.06,20.25,54.99,21.19,86.81,32.43,54.46,307.76,98.52,111.32,46.01,81.21,77.06,37.6,39.25,326.34,831.95,240.91,166.56,173.35,336.77,13.61,126.69,54.44,231.06,36.46,50.3,61.92,71.38,20.45,70.92,31.85,1084.34,372.17,57.41,43.31,89.17,7.94,201.48,184.0,77.18,176.94,405.86,311.08,95.03,541.02,107.11,51.63,85.56,117.59,193.25,71.1,35.61,251.64,27.28,32.32,248.74,164.29,739.62,70.38,13.79,13.33,15.13,9.03,12.2,2.5,17.9,13.24,3.7,5.93,5.77,5.95,32.47,6.21,10.32,3.46,5.18,20.58,4.07,25.91,12.2,3.74,4.75,4.05,17.15,2.72,9.33,2.13,33.21,5.13,4.02,5.93,8.52,12.46,24.76,5.21,9.16,3.57,7.47,5.79,5.39,71.49,70.17,17.34,6.72,946.52,829.56,61.51,69.98,41.56,253.5,180.1,226.15,159.99,160.2,6.38,42.96,258.29,44.83,71.13,124.76,25.32,164.02,32.49,316.06,84.63,193.7,41.17,860.93,151.48,8.22,457.71,84.68,124.45,239.92,67.17,10.82,57.99,1477.47,107.01,18.07,9.95,15.33,53.99,81.39,73.81,54.39,38.26,22.4,79.39,13.26,23.74,17.79,120.89,80.93,54.16,261.15,108.55,96.85,7.61,12.65,298.78,3.56,103.41,30.81,12.44,136.97,181.11,35.78,36.13,180.08,290.66,186.45,536.59,372.38,48.64,246.18,201.86,31.07,10.35,41.8,244.86,42.81,142.13,447.31,301.39,200.24,113.75,169.97,141.58,298.85,51.52,339.49,65.4,44.53,41.7,160.88,172.32,155.5,25.38,37.59,24.75,99.63,186.04,40.25,19.4,135.95,7.06,35.27,40.74,38.45,49.92,11.82,103.05,182.93,236.37,159.1,235.05,205.17,199.93,251.61,399.0,40.7
2014-05-12,68.21,21.11,36.68,10.63,19.68,19.81,108.46,5.35,8.29,6.21,4.51,10.9,3.99,57.44,237.5,37.64,65.54,82.82,5.28,43.83,54.73,16.89,19.32,215.07,145.14,289.74,142.45,93.45,61.75,82.38,257.64,3.2,289.75,81.62,66.09,63.92,4.75,61.69,28.17,97.85,20.85,197.25,19.05,5.67,139.32,256.94,88.98,152.21,436.63,26.9,403.04,169.29,65.52,33.02,181.92,49.64,126.85,19.06,20.45,57.6,21.19,83.55,34.87,55.16,316.8,99.39,114.9,47.55,83.98,85.1,38.25,40.79,331.82,833.3,243.7,172.96,183.62,353.33,13.9,128.9,55.22,236.8,36.17,51.57,65.81,72.33,20.71,73.09,32.66,1105.35,377.39,58.7,43.95,90.89,8.16,204.5,188.97,79.43,181.54,419.97,319.97,97.35,549.82,109.26,52.89,88.51,120.75,198.45,73.84,36.87,255.75,27.69,33.31,255.33,166.18,748.11,71.57,13.95,13.56,15.47,9.14,12.38,2.54,18.56,13.42,3.81,6.12,6.03,6.05,32.96,6.61,10.47,3.55,5.25,21.6,4.48,27.12,12.45,4.21,4.82,4.14,17.67,2.75,9.4,2.21,33.51,5.46,4.1,6.12,8.76,12.66,25.12,5.24,9.93,3.6,7.62,5.94,5.47,73.25,71.07,17.91,7.37,971.79,835.51,62.68,71.59,42.17,259.11,189.41,220.76,163.74,162.81,6.5,44.07,265.47,17.13,72.78,129.04,26.05,161.23,32.89,320.1,87.15,196.65,41.9,878.21,158.05,8.22,464.16,85.7,127.27,246.49,69.12,11.59,63.29,1486.68,114.47,18.4,10.18,15.65,55.47,84.23,75.44,55.82,38.94,22.96,82.13,13.26,24.15,19.14,123.14,86.3,55.99,264.48,111.02,98.32,7.61,12.88,302.33,3.7,105.71,33.17,12.44,137.03,189.92,38.42,36.48,185.68,295.06,187.98,560.89,367.59,49.25,253.34,205.4,32.46,10.46,42.59,246.96,43.61,143.86,457.55,312.73,219.91,117.16,174.98,144.22,304.95,52.84,344.12,67.41,45.05,42.58,161.21,178.38,158.46,26.86,37.59,25.52,101.31,187.16,41.63,19.4,134.31,7.18,35.8,41.83,39.27,50.63,12.22,104.49,185.65,242.32,162.05,241.75,207.92,203.42,260.08,394.8,40.7
2014-05-13,68.03,20.98,37.42,10.42,19.76,19.85,107.97,5.38,8.24,6.17,4.5,10.95,3.98,56.92,233.29,37.49,65.33,85.03,5.46,42.9,54.32,16.89,19.32,220.35,144.48,292.39,144.2,92.59,62.07,81.3,250.39,3.18,290.93,81.32,66.6,63.8,4.75,61.26,28.04,97.66,22.29,196.76,18.93,5.64,139.32,254.82,89.46,152.93,436.63,26.24,407.22,167.77,66.17,32.72,188.77,49.06,123.21,18.84,20.41,58.44,21.19,85.13,33.79,55.23,314.95,98.0,114.24,47.07,82.79,80.43,38.19,40.47,327.22,832.51,242.4,170.26,179.72,353.46,13.84,129.41,55.46,237.45,36.73,51.61,66.25,72.63,20.64,75.2,32.61,1101.15,374.95,58.93,43.44,91.05,8.43,208.05,186.68,79.58,178.47,424.77,317.21,96.49,549.82,109.49,53.29,87.49,120.01,198.26,73.84,36.68,255.07,27.54,33.08,256.06,168.08,758.0,72.1,14.02,13.8,15.26,9.08,12.32,2.56,18.22,13.43,3.77,6.12,6.01,6.02,32.83,6.39,10.45,3.6,5.19,21.38,4.57,26.74,12.35,4.18,4.81,4.12,17.8,2.75,9.46,2.18,32.96,5.28,4.07,6.08,8.7,12.9,25.08,5.22,10.52,3.61,7.58,6.05,5.43,73.53,72.55,17.88,7.37,962.21,856.32,62.25,72.33,41.92,258.61,184.3,218.89,164.32,163.47,6.45,43.7,263.55,45.0,71.9,133.18,26.28,162.86,32.1,314.78,85.95,203.03,41.72,881.28,156.52,8.22,465.77,84.68,126.33,245.42,67.97,11.27,61.23,1474.25,113.62,18.24,10.18,15.94,55.31,83.15,77.41,55.45,38.73,22.78,80.98,13.26,24.01,19.83,124.49,84.43,55.83,266.01,111.72,97.63,7.61,12.65,302.48,3.65,106.09,32.21,12.44,135.49,186.18,37.72,36.36,184.1,294.27,186.45,551.98,371.61,49.53,247.87,207.33,31.76,10.37,44.04,257.83,43.43,141.9,459.47,306.36,209.57,117.16,173.89,149.14,298.73,52.52,352.28,66.81,45.33,42.44,159.24,175.27,158.78,26.9,37.59,25.54,100.45,182.84,41.45,19.4,134.62,7.13,35.74,41.8,39.43,50.98,12.09,105.13,187.01,244.69,162.05,242.29,207.44,203.01,260.99,387.36,40.7
2014-05-14,67.49,20.98,37.21,10.54,19.87,19.79,107.73,5.4,8.21,6.15,4.55,11.0,3.96,57.2,234.05,37.49,66.02,86.3,5.4,42.34,55.14,16.89,19.21,219.95,143.51,290.87,143.62,92.65,61.75,81.42,248.43,3.2,287.57,81.02,65.63,63.46,4.75,61.04,28.17,97.57,21.95,198.54,18.93,5.67,139.11,248.79,89.88,152.65,442.61,25.87,404.5,164.19,65.36,33.2,193.55,48.54,126.64,18.54,20.23,57.85,21.19,84.49,33.35,55.93,316.34,97.66,113.81,47.66,82.4,79.56,38.28,40.63,326.34,807.07,242.03,169.36,178.58,350.0,13.9,128.56,55.43,237.95,36.39,52.01,66.03,71.56,20.64,74.33,32.52,1101.15,372.52,58.7,43.57,89.95,8.27,203.45,187.15,82.12,177.08,423.08,317.52,98.93,549.82,108.26,52.43,88.69,120.96,198.26,73.84,36.39,258.04,27.44,33.18,258.01,165.8,745.08,71.69,14.0,13.63,15.27,9.08,12.32,2.53,18.29,13.45,3.78,6.08,5.96,6.14,32.93,6.32,10.51,3.59,5.19,21.48,4.41,26.66,12.3,4.19,4.8,4.12,17.69,2.75,9.47,2.22,32.96,5.23,4.05,6.1,8.78,12.72,24.92,5.21,10.12,3.61,7.52,6.01,5.41,73.58,72.43,17.96,6.98,969.17,866.23,62.13,73.81,41.71,258.45,182.8,216.32,163.27,164.77,6.48,43.05,263.07,45.2,71.63,135.06,26.4,164.72,32.63,316.33,85.95,201.77,41.95,878.21,155.61,8.22,461.95,83.24,126.02,244.66,67.92,11.75,60.29,1471.95,112.92,18.29,10.14,15.69,56.7,83.35,77.84,55.96,38.78,22.87,81.13,13.26,24.01,19.08,128.03,83.9,55.67,261.7,111.25,99.33,7.61,12.57,301.52,3.68,106.46,32.21,12.44,140.45,184.24,37.43,36.47,182.44,294.38,185.79,553.6,369.13,49.83,250.75,206.99,32.12,10.39,45.54,268.87,43.84,142.42,456.59,307.54,202.13,117.59,174.98,146.16,299.8,53.44,356.6,67.11,45.93,42.06,156.25,175.9,158.06,26.68,37.59,25.31,100.21,183.08,41.21,19.03,135.47,7.11,35.18,42.01,39.69,50.68,12.07,106.34,197.98,243.77,160.04,238.6,211.75,206.16,258.04,377.64,40.7
2014-05-15,67.01,20.82,37.1,10.47,19.79,19.71,107.36,5.43,8.14,6.08,4.53,10.83,3.92,56.03,230.61,37.45,66.07,84.72,5.26,41.46,54.01,16.89,19.04,216.78,142.37,282.55,144.01,92.19,60.6,79.02,244.5,3.16,285.0,79.35,66.42,62.18,4.75,60.28,27.78,96.29,21.19,198.44,18.87,5.58,135.41,244.54,88.01,149.82,440.25,25.64,396.98,156.66,66.17,32.45,183.35,47.5,121.98,18.56,19.67,57.4,21.19,85.23,33.32,55.03,314.95,95.92,112.21,44.69,81.51,76.84,37.07,39.57,317.14,811.16,239.74,167.86,172.75,341.01,13.74,124.82,54.92,233.68,35.85,50.65,65.98,69.92,20.45,77.58,31.67,1084.34,370.78,58.96,43.76,88.39,8.18,198.19,187.55,80.44,169.0,410.94,315.06,95.58,547.62,105.19,51.78,86.7,116.22,195.11,71.1,35.9,256.67,26.01,32.65,252.65,165.05,734.37,71.1,13.98,13.49,14.82,9.06,12.2,2.49,18.34,13.16,3.74,5.91,5.82,6.1,32.8,6.2,10.45,3.51,5.16,20.88,4.24,25.85,11.95,4.13,4.71,4.09,17.33,2.76,9.4,2.17,32.48,5.17,4.01,5.9,8.57,12.66,24.48,5.23,9.59,3.61,7.54,5.83,5.37,73.28,73.96,17.63,6.58,958.72,861.27,60.28,72.25,41.4,255.81,179.8,216.78,159.06,162.16,6.4,41.8,260.68,44.53,70.86,130.02,25.77,165.88,32.78,312.48,85.23,201.66,42.15,861.51,147.81,8.22,458.12,81.93,123.51,239.46,66.59,11.51,59.23,1465.04,109.69,18.13,10.0,15.2,55.64,81.0,78.78,54.57,38.37,22.12,81.13,13.26,23.59,18.44,125.23,80.77,54.0,258.65,110.1,98.94,7.61,12.4,297.53,3.58,104.01,31.29,12.44,140.43,180.66,36.78,35.5,179.68,291.22,174.2,538.21,357.84,48.67,247.1,203.46,31.26,10.32,44.0,258.83,43.52,135.31,449.23,300.31,209.78,115.36,172.22,142.3,302.44,52.84,347.76,65.55,45.29,41.68,155.03,176.27,156.22,26.1,37.59,24.89,98.29,175.72,40.61,19.9,123.98,7.0,34.46,41.06,38.63,49.82,11.79,102.08,196.31,241.84,155.79,237.12,204.04,203.01,264.56,362.04,40.7
2014-05-16,67.13,20.8,36.66,10.28,20.05,20.0,107.73,5.45,8.15,6.11,4.55,10.83,3.9,54.85,234.82,37.64,66.4,85.98,5.26,41.74,53.9,16.89,19.15,209.71,143.59,283.31,142.64,92.48,60.7,76.34,244.5,3.15,286.58,80.11,66.72,62.41,4.75,60.39,27.91,97.12,20.89,197.65,18.87,5.58,134.04,247.02,88.01,149.24,439.55,25.79,403.25,156.26,68.18,31.69,186.35,47.63,121.32,18.46,19.45,58.61,21.19,85.97,32.08,54.78,314.95,95.92,112.65,45.95,81.41,78.8,37.12,39.78,316.49,806.55,239.55,166.76,172.08,336.25,13.8,124.65,54.71,229.91,35.78,51.62,65.24,70.24,20.48,78.24,32.03,1091.34,369.38,58.7,44.08,88.78,8.25,201.74,182.02,84.11,165.94,410.38,321.5,94.9,545.42,105.88,51.75,88.09,120.64,191.77,71.1,35.9,253.7,26.21,33.01,248.26,167.7,729.93,71.82,14.07,12.6,14.78,9.07,12.24,2.55,18.18,13.17,3.74,5.93,5.81,6.12,32.8,6.25,10.54,3.52,5.15,21.02,4.25,25.74,12.1,4.1,4.71,4.09,17.63,2.76,9.44,2.2,32.65,5.11,4.01,5.86,8.52,12.7,24.52,5.24,9.57,3.61,7.5,5.91,5.15,71.57,72.16,17.55,6.61,965.69,873.16,61.45,72.95,42.12,255.98,181.3,210.7,158.71,163.79,6.4,41.5,263.07,44.75,71.63,131.53,26.21,167.27,33.88,310.1,88.47,199.04,41.59,850.95,147.66,8.22,458.92,80.98,121.95,239.92,65.5,11.39,59.3,1473.33,110.11,18.29,10.14,15.02,56.29,80.51,78.18,54.44,38.63,22.06,81.95,13.26,23.68,18.33,128.03,82.03,54.32,259.9,111.89,99.25,7.61,12.42,296.64,3.59,106.23,31.41,12.44,139.03,181.26,36.78,34.67,180.11,286.15,175.08,557.65,352.2,49.86,242.81,201.18,31.97,10.33,45.62,258.83,43.12,130.89,449.23,300.85,208.56,111.64,173.14,143.64,299.2,52.96,356.44,65.01,45.41,41.18,144.76,173.48,157.74,25.7,37.59,24.82,96.51,178.04,40.13,19.49,123.28,6.93,33.58,40.97,38.45,49.87,11.66,100.74,178.8,229.01,151.18,226.45,195.66,196.9,259.36,363.0,40.7
